level_0,index,Wiki ID,Freebase ID,Movie name,Release date,Revenue,Runtime,Languages,Genres,Noms_Pays,Continent
6147,13867,9974310,/m/02pykyr,Dance of a Dream,2001-12-21,,120.0,"{""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
6147,13867,9974310,/m/02pykyr,Dance of a Dream,2001-12-21,,120.0,"{""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",China,Asia
6159,13902,36025803,/m/0j_5gtz,Sorrow is Only for Women,1958-02-26,,90.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/07s9rl0"": ""Drama""}",Japan,Asia
6161,13906,2312801,/m/0730jr,Milae,2002-11-08,2129092.0,112.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",South Korea,Asia
6166,13918,2853320,/m/086z33,Kannathil Muthamittal,2002-02-14,,123.0,"{""/m/02002f"": ""Sinhala Language"", ""/m/07c9s"": ""Tamil Language"", ""/m/02h40lc"": ""English Language""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood"", ""/m/082gq"": ""War film""}",India,Asia
6167,13919,35289719,/m/0j7m2qq,Amma,1986-05-09,,135.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6173,13931,3900596,/m/0b5y47,Lamhe,1991-11-22,,187.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
6180,13948,4356664,/m/0byxnj,No Entry,2005-08-26,,163.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01z4y"": ""Comedy"", ""/m/01chg"": ""Bollywood""}",India,Asia
6182,13955,21098798,/m/05c3pj9,Man Who Causes a Storm,1957-12-29,,101.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6187,13964,21194480,/m/05b_gg0,Wakaki hi wa kanashi,1954-09-29,,,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01g6gs"": ""Black-and-white""}",Japan,Asia
6191,13971,26183511,/m/0b74hjz,Donga Ramudu,1955-10-01,,197.0,"{""/m/09s02"": ""Telugu language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6193,13974,1312231,/m/04s0qz,Batoru rowaiaru II: Chinkonka,2003-07-05,,133.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}",Japan,Asia
6198,13983,31005226,/m/0gg6wt0,Fantastipo,2005-02-10,,109.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6203,14003,24316575,/m/07s3dfs,Invisible Man: Rape!,1978-12-23,,65.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02js9"": ""Erotica"", ""/m/01jk9n"": ""Pornographic movie""}",Japan,Asia
6212,14022,18630926,/m/03qndz3,Ultraman: Great Monster Decisive Battle,1979-07-21,,100.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6218,14034,25852256,/m/09v537k,Tora-san's Rise and Fall,1975-08-02,,90.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6255,14105,2318516,/m/073f7_,The Magic Serpent,1966-03-05,,86.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01hmnh"": ""Fantasy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure""}",Japan,Asia
6259,14110,25091705,/m/09g7gkh,Phool Aur Angaar,1993-08-02,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
6261,14114,10872127,/m/02qsn8f,Aap Ki Khatir,1977-06-07,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",India,Asia
6268,14134,19270180,/m/04lfw7k,Satyameba Jayate,2008-04-18,,,"{""/m/01c7y"": ""Bengali Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
6276,14159,6942838,/m/0gy4mh,Chakushin Ari 2,2005-08-05,,106.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural""}",Japan,Asia
6280,14164,10795516,/m/02qq7c3,Warrior,2007-07-06,,,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/0gw5qqq"": ""Chinese Movies""}",China,Asia
6282,14172,3576991,/m/09mnsc,"Gamera, Super Monster",1980-03-20,,92.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3m_q"": ""Creature Film""}",Japan,Asia
6284,14177,34385739,/m/0h_9k3h,Naan Petra Selvam,1956-01-14,,,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
6289,14188,31269440,/m/0gj967f,1911,2011-09-23,,99.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin""}","{""/m/03g3w"": ""History"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/082gq"": ""War film""}",Hong Kong,Asia
6289,14188,31269440,/m/0gj967f,1911,2011-09-23,,99.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin""}","{""/m/03g3w"": ""History"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/082gq"": ""War film""}",China,Asia
6290,14192,35281447,/m/0j7kt2j,Jallikattu Kaalai,1994-11-02,,130.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6294,14200,28364694,/m/0crfthz,Wedding Dress,2009-01-14,,109.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama""}",South Korea,Asia
6297,14211,28425804,/m/0crd4h1,Take Off,2009-07-30,52141043.0,137.0,{},"{""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama""}",South Korea,Asia
6300,14215,313002,/m/01tfy7,The Last Unicorn,1982-11-19,6455330.0,92.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/04xvh5"": ""Costume drama"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",Japan,Asia
6315,14244,6099156,/m/0fq1_9,Tholi Prema,1998-07-24,,,"{""/m/09s02"": ""Telugu language""}","{""/m/06cvj"": ""Romantic comedy""}",India,Asia
6317,14246,24378337,/m/07s9zjy,Fairy in a Cage,1977-06-04,,70.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02js9"": ""Erotica"", ""/m/01jk9n"": ""Pornographic movie""}",Japan,Asia
6320,14255,35484229,/m/0j9mz28,Paandi Nattu Thangam,1989-05-19,,130.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6332,14294,4228986,/m/0br3fh,Hana & Alice,2004-03-13,,135.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",Japan,Asia
6342,14309,34875297,/m/0j45xbr,Thozhar Pandian,1994-08-12,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",India,Asia
6354,14331,32014207,/m/0gx0nc0,Ek Nadir Galpo,2008-10-24,,,"{""/m/01c7y"": ""Bengali Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6369,14355,28203472,/m/0cp1qp7,Five Minarets in New York,2010-11-05,21000000.0,100.0,{},"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",Turkey,Asia
6370,14358,2170538,/m/06s2tg,Bheema,2008-01-18,,159.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02kdv5l"": ""Action"", ""/m/0fztc6"": ""Tamil cinema""}",India,Asia
6371,14359,22182244,/m/05q8h61,Kalavadiya Pozhudugal,2009-10-17,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02l7c8"": ""Romance Film""}",India,Asia
6379,14374,5124302,/m/0d3srd,Footpath,2003-08-15,,164.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",India,Asia
6381,14379,4488571,/m/0c55zk,Jaani Dushman: Ek Anokhi Kahani,2002-08-16,,179.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/01chg"": ""Bollywood""}",India,Asia
6383,14382,33401752,/m/0h96_7y,Pov - A Cursed Film,2012-02-18,,92.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03npn"": ""Horror""}",Japan,Asia
6387,14394,21133178,/m/05c153b,Yogi,2009-11-27,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6393,14410,35790654,/m/0jt55m6,Pulan Visaranai,1990-01-14,,150.0,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
6395,14412,22913402,/m/0640b9l,Yotsuya Kaidan,1956-07-12,,86.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",Japan,Asia
6399,14423,14851425,/m/03g_34f,Samay: When Time Strikes,2003-10-10,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",India,Asia
6413,14461,33534917,/m/0hgmjc0,Beastie Boys,2008-04-30,4681383.0,123.0,{},"{""/m/07s9rl0"": ""Drama""}",South Korea,Asia
6420,14472,34409847,/m/0h_95j4,The Wolf Children Ame and Yuki,2012-07-21,48039794.0,117.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0jxy"": ""Anime"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hcr"": ""Animation""}",Japan,Asia
6437,14504,22030168,/m/05p0nx3,Ai City,1986-07-26,,86.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/06n90"": ""Science Fiction"", ""/m/0jxy"": ""Anime"", ""/m/0279xh5"": ""Future noir"", ""/m/026ny"": ""Dystopia""}",Japan,Asia
6452,14542,26042450,/m/0b6gc3n,Maskeli Beşler: Irak,2007-01-12,7717183.0,108.0,{},"{""/m/05p553"": ""Comedy film"", ""/m/03k9fj"": ""Adventure""}",Turkey,Asia
6469,14569,3702221,/m/09w6v5,The Insect Woman,1963-11-16,,123.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy""}",Japan,Asia
6490,14618,27908048,/m/0ch3p_d,Thoovalkattu,2010-06-20,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/02h8pkk"": ""Family Drama""}",India,Asia
6492,14620,22981195,/m/064ljxj,Jaguar,1979-08-31,,100.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/01jb8r"": ""Filipino language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0gxblw4"": ""Filipino Movies""}",Philippines,Asia
6494,14623,36262149,/m/0k2dvs7,Sisteraka,2012-12-25,,,"{""/m/07qv_"": ""Tagalog language"", ""/m/01jb8r"": ""Filipino language"", ""/m/02h40lc"": ""English Language""}","{""/m/05p553"": ""Comedy film""}",Philippines,Asia
6496,14630,5556082,/m/0dsc9g,Nasu: Summer in Andalusia,2003-12-21,,47.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0jxy"": ""Anime"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6498,14634,30654384,/m/0g9wvxg,Sangolli Rayanna,2012-08-15,,,"{""/m/09bnf"": ""Kannada Language""}","{""/m/03hn0"": ""Historical drama""}",India,Asia
6504,14650,19872306,/m/04q25x1,Mahulbanir Sereng,2004-02-13,,115.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",India,Asia
6510,14658,24646299,/m/080pw4v,Guru Sishyan,2010-05-07,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02l7c8"": ""Romance Film""}",India,Asia
6513,14664,29112615,/m/05f40yh,Thalaivan Irukkiraan,2009-09-18,,106.0,"{""/m/09s02"": ""Telugu language"", ""/m/07c9s"": ""Tamil Language""}","{""/m/01jfsb"": ""Thriller""}",India,Asia
6516,14673,9473825,/m/028b9fj,Gudachari No.1,1983-06-30,,,"{""/m/09s02"": ""Telugu language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",India,Asia
6524,14686,28154563,/m/0cm9pbd,Molester's Bus 2: Heat of the Over Thirty,2002-02-16,,61.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6526,14689,36060168,/m/0jzv4_v,Rajali,1996-04-14,,,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
6529,14695,35485634,/m/0j9k495,Veettoda Mappillai,2001-09-14,,140.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6534,14701,30710768,/m/0g9prrz,What Women Want,2011-02-03,,116.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0jdm8"": ""Remake"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",China,Asia
6536,14707,30863496,/m/0gfg7zn,I Wish,2011-06-11,,129.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01j1n2"": ""Coming of age"", ""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",Japan,Asia
6540,14711,2994151,/m/08jcb1,Bhoot,2003-05-17,,113.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01chg"": ""Bollywood""}",India,Asia
6545,14720,17063416,/m/04174nr,Dar alanda kısa paslaşmalar,2000-12-08,,115.0,"{""/m/02hwyss"": ""Turkish Language""}","{""/m/07s9rl0"": ""Drama""}",Turkey,Asia
6552,14731,20207849,/m/04y7cw4,Pornmaking for Dummies,2007-11-15,,72.0,{},"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02js9"": ""Erotica"", ""/m/02nxfrh"": ""Adult""}",South Korea,Asia
6559,14744,33626090,/m/0h6mhk2,Taryanche Bait,2011-04-14,,,"{""/m/055qm"": ""Marathi Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6560,14745,25855928,/m/09v5k6v,Tora's Pure Love,1976-12-25,,103.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6568,14759,24173144,/m/07k3ytl,Castle Orgies,1971-11-20,,67.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01jk9n"": ""Pornographic movie"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02js9"": ""Erotica"", ""/m/02nxfrh"": ""Adult""}",Japan,Asia
6571,14764,10931357,/m/02qvbzj,Lady Assassin,1983-01-15,,86.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",Hong Kong,Asia
6577,14776,24479315,/m/080ftn7,Rechipo,2009-09-25,,,"{""/m/09s02"": ""Telugu language""}","{""/m/02l7c8"": ""Romance Film""}",India,Asia
6579,14778,33633806,/m/0hgn5m2,Prem Deewane,1992-06-12,,150.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",India,Asia
6580,14787,34014606,/m/0hrfz10,Kizhake Pogum Rail,1978-08-10,,125.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",India,Asia
6585,14800,4519680,/m/0c6v8r,Mujhe Chand Chahiye,2000-03-17,,,"{""/m/02hxcvy"": ""Urdu Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",Pakistan,Asia
6594,14821,2570416,/m/07nr0s,Platform,2000-09-04,,155.0,"{""/m/0bf1k0f"": ""Shanxi"", ""/m/0653m"": ""Standard Mandarin"", ""/m/03115z"": ""Mandarin Chinese""}","{""/m/03g3w"": ""History"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema""}",Hong Kong,Asia
6594,14821,2570416,/m/07nr0s,Platform,2000-09-04,,155.0,"{""/m/0bf1k0f"": ""Shanxi"", ""/m/0653m"": ""Standard Mandarin"", ""/m/03115z"": ""Mandarin Chinese""}","{""/m/03g3w"": ""History"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema""}",Japan,Asia
6594,14821,2570416,/m/07nr0s,Platform,2000-09-04,,155.0,"{""/m/0bf1k0f"": ""Shanxi"", ""/m/0653m"": ""Standard Mandarin"", ""/m/03115z"": ""Mandarin Chinese""}","{""/m/03g3w"": ""History"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema""}",China,Asia
6596,14823,30724514,/m/0gfglkb,Bulong,2011-02-02,,,"{""/m/07qv_"": ""Tagalog language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0gxblw4"": ""Filipino Movies""}",Philippines,Asia
6621,14882,25677140,/m/09v4n6c,Zero Focus,2009-11-14,,130.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6622,14883,16156509,/m/03wbfq_,Tales of the Taira Clan,1955-09-21,,108.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6625,14888,19931021,/m/04y6ygq,Kaal,2007-01-06,,118.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6629,14896,9546734,/m/02pjj__,Just Married,2007-03-16,,165.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
6638,14920,15083715,/m/03hgxv3,Mantra,2007-12-14,,135.0,"{""/m/09s02"": ""Telugu language""}","{""/m/01jfsb"": ""Thriller"", ""/m/04t36"": ""Musical"", ""/m/03npn"": ""Horror"", ""/m/0fztc6"": ""Tamil cinema"", ""/m/03q4nz"": ""World cinema""}",India,Asia
6639,14923,35602937,/m/0jkwt86,All the Best,2012-06-29,,,"{""/m/09s02"": ""Telugu language""}",{},India,Asia
6640,14925,7912320,/m/026jryb,Diatron-5,1985-07-20,,63.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0hcr"": ""Animation""}",South Korea,Asia
6649,14949,23081776,/m/064mnq1,I Thought About You,1997-01-03,,61.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02js9"": ""Erotica"", ""/m/01jk9n"": ""Pornographic movie""}",Japan,Asia
6654,14961,2918399,/m/08cjjc,Virrudh... Family Comes First,2005-07-22,,132.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",India,Asia
6660,14986,10811085,/m/02qqqsq,Lava Kusha,1963-03-29,,,"{""/m/09s02"": ""Telugu language""}","{""/m/03q4nz"": ""World cinema""}",India,Asia
6664,14993,2884945,/m/08927b,Die Bad,2000-07-15,,95.0,"{""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",South Korea,Asia
6676,15025,21169981,/m/05c2hbg,If the Sun Rises in the West,1998-12-19,,100.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06cvj"": ""Romantic comedy""}",South Korea,Asia
6679,15033,8166078,/m/026tzpx,Ab Tumhare Hawale Watan Saathiyo,2004-12-24,,196.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",India,Asia
6680,15036,4964310,/m/0cxf1d,Lupin the Third: Strange Psychokinetic Strategy,1974-08-03,,82.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema""}",Japan,Asia
6686,15047,570221,/m/02r3qq,Godzilla vs. Mechagodzilla,1974-03-21,,84.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",Japan,Asia
6706,15093,34655608,/m/0j25g1r,Dharmam,1986-07-04,,,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
6707,15094,25348508,/m/09gnhdh,Lovely,2001-07-06,,160.0,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
6718,15124,3004593,/m/08j__p,Visitor Q,2001-03-17,,84.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03npn"": ""Horror"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/073_6"": ""Surrealism"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",Japan,Asia
6722,15132,11143045,/m/02r1gbv,Kadamai Kanniyam Kattupaadu,1987-06-12,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
6723,15133,4539981,/m/0c7wkw,Shararat,2003-01-10,,,"{""/m/02hxcvy"": ""Urdu Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/04t36"": ""Musical""}",Pakistan,Asia
6737,15155,3607757,/m/09pm6y,Don: The Chase Begins Again,2006-10-20,,169.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01chg"": ""Bollywood""}",India,Asia
6738,15156,6809433,/m/0gq002,Kaadhale Nimmadhi,1998-01-14,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
6742,15163,8619442,/m/027b977,Broken English,2007-06-22,1944150.0,93.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",Japan,Asia
6746,15176,19174305,/m/0416g9w,Tahaan,2008-09-05,,105.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",India,Asia
