level_0,index,Wiki ID,Freebase ID,Movie name,Release date,Revenue,Runtime,Languages,Genres,Noms_Pays,Continent
30658,68265,12060940,/m/02vnhzl,Beauty and the Beast,2005-07-26,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03rzvv"": ""Romantic fantasy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hqxf"": ""Family Film""}",South Africa,Africa
30747,68482,22863159,/m/063_942,Tell Me Who You Are,2009-05-21,,135.0,"{""/m/01gdq"": ""Bambara language""}","{""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",Mali,Africa
31657,70460,36724042,/m/07hjmc,Shark Attack 3: Megalodon,2002-11-26,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01hmnh"": ""Fantasy"", ""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/06vxwl5"": ""Natural horror films""}",South Africa,Africa
31776,70702,14329861,/m/03d0q2c,Le Bal,1983-12-21,,110.0,{},"{""/m/04t36"": ""Musical"", ""/m/03hn0"": ""Historical drama""}",Algeria,Africa
32434,72222,29832117,/m/0c0n7jd,The String,2009-08-29,,92.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","{""/m/0hn10"": ""LGBT"", ""/m/03q4nz"": ""World cinema"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed""}",Tunisia,Africa
32699,72792,13514883,/m/03c7v1l,Shark Attack 2,2000-12-05,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0qdzd"": ""B-movie"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",South Africa,Africa
33021,73500,18357337,/m/04d_3k9,I Love Cinema,2004-06-09,,125.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",Egypt,Africa
33266,74027,10862322,/m/02qsbkj,King Solomon's Mines,1985-11-22,14400000.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",Zimbabwe,Africa
33675,74958,614828,/m/02wsmh,Divine Intervention,2002-05-19,,92.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/03hkp"": ""Hebrew Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/02l7c8"": ""Romance Film""}",Morocco,Africa
33700,75011,8481623,/m/0274_ht,"Afrodita, el Jardín de Los Perfumes",1998-10-15,,91.0,"{""/m/01gdq"": ""Bambara language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/07s9rl0"": ""Drama""}",Mali,Africa
33779,75181,5867940,/m/0f9x7r,Home of the Brave,2006-12-15,499620.0,106.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",Morocco,Africa
33983,75658,18418582,/m/04dywb0,24: Redemption,2008-11-23,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",South Africa,Africa
34030,75781,34953314,/m/0j42hcx,Juju Factory,2007-03-01,,97.0,"{""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Democratic Republic of the Congo,Africa
34198,76131,3100181,/m/08rdrs,The Big Journey,2004-09-07,,105.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/064_8sq"": ""French Language"", ""/m/06x8y"": ""Serbo-Croatian"", ""/m/01bkv"": ""Bulgarian Language"", ""/m/02hwyss"": ""Turkish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/03q4nz"": ""World cinema""}",Morocco,Africa
34202,76137,21743705,/m/05mqfdd,The Objective,2009-02-06,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action""}",Morocco,Africa
34326,76410,17832555,/m/047bc7k,The Baby Doll Night,2008-05-20,,180.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama""}",Egypt,Africa
34661,77140,34933447,/m/0fpq3qn,The Mosque,2010-09-04,,85.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",Morocco,Africa
34712,77246,13458759,/m/03c5_2k,Big Fellas,2007-11-23,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01z4y"": ""Comedy""}",South Africa,Africa
34909,77682,35002689,/m/0j65tyn,"Amour, sexe et mobylette",2008-11-13,,95.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0jtdp"": ""Documentary""}",Burkina Faso,Africa
34939,77742,16957963,/m/0413cff,Motherland,2010-02-23,,118.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0gndv"": ""Zulu Language"", ""/m/02hw_03"": ""Akan Language"", ""/m/03ph1"": ""Hausa Language"", ""/m/0nj_l"": ""Amharic Language"", ""/m/071fb"": ""Swahili Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n8h"": ""Interpersonal Relationships"", ""/m/02qfv5d"": ""Political thriller"", ""/m/02xh1"": ""Film noir"", ""/m/0jtdp"": ""Documentary""}",South Africa,Africa
34939,77742,16957963,/m/0413cff,Motherland,2010-02-23,,118.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0gndv"": ""Zulu Language"", ""/m/02hw_03"": ""Akan Language"", ""/m/03ph1"": ""Hausa Language"", ""/m/0nj_l"": ""Amharic Language"", ""/m/071fb"": ""Swahili Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n8h"": ""Interpersonal Relationships"", ""/m/02qfv5d"": ""Political thriller"", ""/m/02xh1"": ""Film noir"", ""/m/0jtdp"": ""Documentary""}",Ethiopia,Africa
34990,77867,10825522,/m/02qr6jv,Brideshead Revisited,2008-07-25,13204291.0,134.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0hn10"": ""LGBT"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",Morocco,Africa
35037,77961,29650834,/m/0fq2d51,Safe House,2012-02-10,202482728.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery""}",South Africa,Africa
35358,78672,28075156,/m/0cmdwd6,Kimberley Jim,1966-06-05,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy""}",South Africa,Africa
35873,79810,34954328,/m/0j42dc7,Les Anges de Satan,2007-02-01,,85.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama""}",Morocco,Africa
36051,80200,3471159,/m/09f7lw,In My Country,2005-03-11,1491434.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama""}",South Africa,Africa
36137,80397,23569549,/m/06w2ydj,La dernière image,1986-11-19,,195.0,"{""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01t_vv"": ""Comedy-drama""}",Algeria,Africa
36617,81397,24164394,/m/07kcx7c,Bab El-Oued City,1994-11-10,,93.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/03mqtr"": ""Political drama""}",Algeria,Africa
